-20.7606	-7.11976
-14.8094	2.09942
4.50039	-5.71454
-5.23013	-3.91984
-2.36438	-5.01093
2.82461	3.2724
-0.0527102	3.73619
-2.02062	-20.4861
-20.9327	-11.5059
-12.0872	1.72241
3.33375	-9.06131
-7.82533	-1.86186
2.16156	1.03994
-5.56624	-5.77057
-9.8649	-12.1724
-9.35118	-6.13821
-7.2635	-16.897
-16.0631	-14.7068
-13.3877	-12.4877
-14.9408	2.64299
1.30588	-15.9897
-17.6201	4.02824
1.12915	-9.91684
-10.5194	-8.52134
-8.80925	-9.64934
-8.9716	-3.10499
-2.2265	-16.9498
-18.1444	-3.69905
-4.90318	-21.6693
-21.5694	12.514
14.6116	-12.7724
-13.8081	-10.2711
-14.0868	-9.96805
-16.0537	-2.66795
-3.07007	-21.1416
-21.6539	5.39929
7.66346	-6.88659
-8.46732	-7.64278
-6.04912	-6.25472
-5.36421	-15.5558
-15.1412	-11.7134
-9.98681	-10.8137
-5.35456	-20.1861
-23.8775	0.317315
1.58853	-9.22242
-10.6978	3.87712
5.04752	-1.55168
-5.59589	-19.4858
-18.5617	-0.351441
-1.06849	-15.8981
-14.6629	-26.0061
-29.1144	-2.5738
-5.85397	-14.3971
-14.0476	0.244252
-0.106048	-4.99581
-4.7793	-8.77356
-8.30736	-6.14642
-7.09739	-7.12476
-5.47999	-21.279
-20.9728	-0.148999
-5.50168	-13.3508
0.275589	-3.87201
-5.32755	-14.3723
-11.5625	-14.0995
-14.1855	-13.836
-11.7953	-6.41186
-8.02837	-20.9793
-20.2968	-2.64312
-3.10066	2.45512
4.96035	-2.11835
2.6635	-8.6459
-1.88968	-13.0411
-13.2967	-0.0844943
-2.94899	-12.3232
-11.9918	-21.0989
-20.4703	-2.90539
-0.499261	0.54584
-3.31157	-6.46181
-6.28058	-6.54253
-5.5313	-7.91551
-6.74414	-8.31972
-9.59108	-8.87675
-8.6471	-15.076
-13.0244	-9.36723
-11.4543	-10.1299
-6.37509	-0.361631
0.0609494	-2.25709
-4.21713	-20.3423
-22.2986	-6.53969
-1.03868	-5.21663
1.30414	-8.9912
-8.06401	-0.362241
-3.35322	-5.97163
-7.88131	-5.4498
-5.50321	-6.1922
-3.52515	-9.08178
-18.2448	-3.19353
-9.26635	-8.11887
-3.73052	-19.3874
-20.4357	1.37628
0.894378	-13.8233
-8.72972	-4.73741
-3.25277	-1.30392
-0.701085	-10.138
-17.5223	-6.28726
-5.9465	-3.39877
-12.0125	-9.02488
-3.53841	-6.89617
-10.2105	-2.38886
-0.50144	-1.67986
-4.90944	-1.47846
4.05005	-28.831
-28.0239	1.15361
-4.8909	-8.7725
-1.08161	-9.61003
-10.5077	-4.29243
-3.83479	1.24562
4.1262	5.07869
0.415584	6.45244
-4.05053	-18.0708
-17.9272	-4.28884
-1.67302	1.29237
-2.17691	-10.4216
-12.0451	-2.0212
-3.61956	-1.32213
-4.18545	-2.03006
-7.12433	-8.95834
-4.42227	-17.554
-15.8749	-11.9034
-12.2971	-9.24286
-8.50153	-17.0082
-16.7668	8.88921
9.77547	-1.24896
-1.65473	-10.4729
-14.6142	-3.54751
-4.393	-14.6712
-14.6966	-20.3918
-22.1192	-1.07022
-2.2391	0.568327
2.25112	-6.94113
-6.15218	-7.15904
-7.08164	-1.06817
-2.02832	-10.8251
-9.74351	-7.16897
-8.86814	-8.61061
-9.50409	-3.74609
2.29602	-7.08852
-9.32593	-3.95477
-7.81148	-13.932
-13.1489	-12.0293
-3.72862	-1.16598
-7.8827	-15.2125
-15.5841	-8.25936
-1.50943	4.22782
0.330607	-17.6421
-23.4052	-9.87803
-12.3877	-10.7632
-16.6223	-8.83263
-10.106	-18.5675
-20.0271	-12.6594
-9.6991	-18.6177
-27.5173	1.88212
-0.508285	4.28094
-5.8021	-18.3887
-10.2544	-7.19814
-7.37497	-7.36706
-0.129428	-5.39085
-4.13217	-11.5972
-11.7131	-12.3758
-10.5491	7.00722
6.47767	0.275642
1.89351	-6.84711
-6.16485	-11.0281
-5.9195	-4.65635
-5.72174	5.90233
-2.94032	-23.6766
-23.6976	-10.6907
-10.7439	3.17797
1.6655	-3.52531
-2.96155	2.61281
-5.05449	-4.57811
-2.9997	-4.57172
-17.5484	-8.31623
-4.22649	-2.87006
1.92875	-2.87251
-4.57574	-1.01134
-0.843329	-0.509646
-1.50988	1.02833
-1.08968	1.35292
-6.03589	-20.995
-23.4869	-9.14201
-6.88215	5.36966
7.3651	-2.26383
-7.51549	9.78146
1.52878	-11.0821
-0.224927	-10.3805
-12.6589	-3.36481
-9.78771	-14.8728
-14.215	-13.968
-17.1105	-5.74069
-7.59876	-14.9927
-14.6782	0.578958
3.84251	-0.131093
1.09033	-11.3561
-11.6382	-5.84162
-4.77086	-14.3979
-14.7094	-10.8644
-8.21239	-10.4388
-10.4301	-26.1191
-27.1528	2.64516
2.01871	-9.07591
-11.7199	0.864633
0.332094	-3.73436
-2.73128	-15.6732
-16.7478	-0.532768
-2.21411	-12.9726
-12.5639	-23.9747
-23.1733	3.65567
-1.09526	3.20471
5.50562	0.75165
8.37875	-10.5521
-5.29926	-12.7179
-12.2751	-14.7029
-15.5992	-13.8217
-7.74324	-13.7911
-14.6633	-8.59701
-16.527	-3.99313
-1.77728	1.56414
5.95064	-14.7886
-12.5797	-13.3501
-14.3524	-18.824
-19.8804	-3.05519
-4.40167	-20.9978
-20.1121	-1.10906
-1.0326	1.67446
1.26528	-10.7891
-10.6943	-11.9772
-12.4922	-21.1833
-21.1632	-18.7629
-19.2226	-4.20904
-3.68338	-9.15
-9.25468	-3.35534
-2.53409	-4.35404
-3.83618	-1.88492
1.7501	-16.4184
-16.1759	-16.4275
-15.5998	-13.6297
-8.71344	1.1223
-0.0526439	-21.0943
-20.9999	-5.64535
-3.78026	-14.0373
-12.4167	6.76931
11.1896	-12.9648
-9.05538	-16.9984
-16.9268	-13.9482
-13.6158	-2.29669
0.0118142	-20.6493
-19.7064	-0.746136
-0.416511	-16.7546
-16.6717	5.23156
6.36664	-10.5287
-12.5176	-7.10109
-9.14826	-8.38233
-7.86759	-1.12793
-5.42376	-16.9721
-13.0938	-3.3386
-11.7757	-8.74839
-6.19634	-5.75248
-6.76364	-4.84727
-5.60146	-19.2268
-15.875	-17.5199
-17.917	-3.17196
-2.76772	-16.5612
-17.8699	0.267832
-6.80639	-1.77601
-6.38861	-4.03555
-7.87688	-7.09881
-13.6964	-11.1739
-23.0803	-13.0997
-10.3111	-3.72948
2.32674	-14.3814
-14.0253	-8.25552
-10.1406	0.26295
1.97275	5.87528
8.72587	-12.9106
-12.0294	-10.7226
-8.69455	-6.22054
-2.3519	-2.88887
-0.523739	-14.4651
-11.3891	5.14166
3.66659	9.19557
0.647463	-6.68602
-4.78779	-20.3527
-13.8755	-11.3688
-11.9784	-16.0973
-10.9892	-10.8241
-8.65487	-14.2456
